path,image_id,iou_max,<- RGB,,path,image_id,iou_max,<-thermal
[],207,0.694652309,,,[],207,0.841312057,
[],207,0.600891862,,,[],207,0.861111111,
[],207,0.541403639,,,[],207,0.61682243,
[],207,0.376916058,,,[],207,0.492731446,
[],207,0.672878295,,,[],207,0.88183092,
[],207,0.641441441,,,[],207,0.81821846,
[],207,0.673469388,,,[],207,0.775067751,
[],207,0.646049223,,,[],207,0,
[],207,0.611219648,,,[],207,0.796442688,
[],207,0.719642857,,,[],207,0.785714286,
[],207,0.618072289,,,[],207,0.850202429,
[],207,0.492843808,,,[],207,0.754563895,
[],207,0,,,[],207,0.476190476,
[],208,0.524426133,,,[],208,0,
[],208,0.601719198,,,[],208,0.6,
[],208,0.508327299,,,[],208,0.709459459,
[],208,0.623950084,,,[],208,0.841031149,
[],208,0.732329552,,,[],208,0.890570431,
[],208,0.413409501,,,[],208,0,
[],208,0.56568779,,,[],208,0.824355972,
[],208,0.393626992,,,[],208,0.738095238,
[],208,0.483856298,,,[],208,0.077253219,
[],209,0.763475988,,,[],209,0.912299756,
[],209,0.509779268,,,[],209,0.806557377,
[],209,0.656330749,,,[],209,0.674603175,
[],209,0.760607924,,,[],209,0.891089109,
[],209,0.496191513,,,[],209,0.460273973,
[],209,0.544615385,,,[],209,0,
[],209,0.55917987,,,[],209,0.910714286,
[],209,0.581053698,,,[],209,0.817142857,
[],209,0.583258326,,,[],209,0.762605042,
[],209,0.578298397,,,[],209,0.533596838,
[],209,0.48566879,,,[],209,0.293159609,
[],209,0.617988395,,,[],209,0.874172185,
[],210,0.598802395,,,[],210,0.584070796,
[],210,0.419553868,,,[],210,0.326633166,
[],210,0.585535198,,,[],210,0.752532562,
[],210,0.679689744,,,[],210,0.838896952,
[],210,0.773312215,,,[],210,0.829389788,
[],210,0.626763769,,,[],210,0.738019169,
[],210,0.844345477,,,[],210,0.869680851,
[],210,0.529945554,,,[],210,0.715,
[],210,0.564082068,,,[],210,0.776470588,
[],210,0.556031024,,,[],210,0.797802198,
[],210,0.499691548,,,[],210,0,
[],211,0.679842376,,,[],211,0.806451613,
[],211,0.57849667,,,[],211,0.841046278,
[],211,0.744870651,,,[],211,0.897321429,
[],211,0.456337071,,,[],211,0.681818182,
[],211,0.552057686,,,[],211,0.548089592,
[],211,0.519368102,,,[],211,0.801186944,
[],211,0.550460778,,,[],211,0.690789474,
[],211,0.587263523,,,[],211,0.661654135,
[],211,0.342465753,,,[],211,0.269291339,
[],211,0.556818182,,,[],211,0.705882353,
[],212,0.694167306,,,[],212,0.851948052,
[],212,0.748613678,,,[],212,0.855858748,
[],212,0.748417673,,,[],212,0.900536978,
[],212,0.795660036,,,[],212,0.78807947,
[],212,0.521846037,,,[],212,0.621827411,
[],212,0.597929249,,,[],212,0.863013699,
[],212,0.579561456,,,[],212,0.831378299,
[],212,0.682599356,,,[],212,0.245524297,
[],212,0.587586561,,,[],212,0.748691099,
[],212,0.507980187,,,[],212,0.6861167,
[],212,0.53022541,,,[],212,0.690647482,
[],213,0.652581461,,,[],213,0.895665172,
[],213,0.601010101,,,[],213,0.783216783,
[],213,0.495402045,,,[],213,0.680878891,
[],213,0.721304154,,,[],213,0.74,
[],213,0.633367662,,,[],213,0.752260398,
[],213,0.584607795,,,[],213,0.391304348,
[],213,0.54379318,,,[],213,0.820512821,
[],213,0.515075377,,,[],213,0.736842105,
[],213,0.468558952,,,[],213,0.8,
[],213,0.614641586,,,[],213,0.711111111,
[],214,0.691629831,,,[],214,0.835117773,
[],214,0.492063492,,,[],214,0.606666667,
[],214,0.529595016,,,[],214,0.534120735,
[],214,0.646519383,,,[],214,0.611341632,
[],214,0.714285714,,,[],214,0.884831461,
[],214,0.625992289,,,[],214,0.672413793,
[],214,0.507823613,,,[],214,0.547368421,
[],214,0.491069357,,,[],214,0.778584392,
[],215,0.808098907,,,[],215,0.888753799,
[],215,0.642481598,,,[],215,0.583333333,
[],215,0.675578035,,,[],215,0.824299065,
[],215,0.6,,,[],215,0.839054157,
[],215,0.678175403,,,[],215,0.915584416,
[],215,0.761601134,,,[],215,0.756669361,
[],215,0.615784216,,,[],215,0.610169492,
[],215,0.676310113,,,[],215,0.756227758,
[],215,0.589555657,,,[],215,0.710359408,
[],215,0.651885714,,,[],215,0.854037267,
[],215,0.581196581,,,[],215,0.855555556,
[],216,0.583091759,,,[],216,0.773831776,
[],216,0.648168701,,,[],216,0.820793434,
[],216,0.63819635,,,[],216,0.770889488,
[],216,0.588235294,,,[],216,0.765676568,
[],216,0.674274374,,,[],216,0.840325611,
[],216,0.613023895,,,[],216,0.821428571,
[],216,0.687022901,,,[],216,0.781395349,
[],216,0.604055196,,,[],216,0.818380744,
[],216,0.741965634,,,[],216,0.870528967,
[],216,0.51584,,,[],216,0.711805556,
[],216,0.570719178,,,[],216,0.703144654,
[],216,0.583232078,,,[],216,0.202998847,
[],217,0.72033195,,,[],217,0.922352941,
[],217,0.552868003,,,[],217,0.536912752,
[],217,0.65143824,,,[],217,0.584493042,
[],217,0.604196145,,,[],217,0.921202275,
[],217,0.684550422,,,[],217,0.86035313,
[],217,0.774928775,,,[],217,0.892451899,
[],217,0.867689653,,,[],217,0.809419974,
[],217,0.532227931,,,[],217,0.90625,
[],217,0.717984605,,,[],217,0.631713555,
[],217,0.666666667,,,[],217,0.93877551,
[],217,0.623679822,,,[],217,0.731914894,
[],217,0,,,[],217,0,
[],217,0.080360297,,,[],217,0.105527638,
[],217,0.594285714,,,[],217,0.769141531,
[],218,0.640394089,,,[],218,0.920028309,
[],218,0.584764298,,,[],218,0.853230337,
[],218,0.628751975,,,[],218,0.792079208,
[],218,0.622940949,,,[],218,0.829854522,
[],218,0.653705446,,,[],218,0.782178218,
[],218,0.816250664,,,[],218,0.719580983,
[],218,0.551204819,,,[],218,0.381818182,
[],218,0.714884069,,,[],218,0.514594595,
[],218,0.851138354,,,[],218,0.882882883,
[],218,0.589355393,,,[],218,0.819112628,
[],218,0.570502431,,,[],218,0.816666667,
[],218,0.64348352,,,[],218,0.820045558,
[],218,0,,,[],218,0,
[],219,0.805466655,,,[],219,0.908752328,
[],219,0.18,,,[],219,0.117732558,
[],219,0.650221018,,,[],219,0.595890411,
[],219,0.833333333,,,[],219,0.814583333,
[],219,0.688576509,,,[],219,0.897359455,
[],219,0.805772486,,,[],219,0.91841284,
[],219,0.731877573,,,[],219,0.694349898,
[],219,0.6033637,,,[],219,0.770550393,
[],219,0.694014795,,,[],219,0.733700643,
[],219,0.705202312,,,[],219,0.909758657,
[],219,0,,,[],219,0,
[],219,0.522258415,,,[],219,0.687830688,
[],219,0.71426216,,,[],219,0.745945946,
[],219,0.578334825,,,[],219,0.487336245,
[],219,0,,,[],219,0,
[],219,0,,,[],219,0,
[],220,0.71000744,,,[],220,0.930232558,
[],220,0.742180671,,,[],220,0.913354763,
[],220,0.753338867,,,[],220,0.909307876,
[],220,0.574768999,,,[],220,0.657534247,
[],220,0.694817073,,,[],220,0.927272727,
[],220,0.657988166,,,[],220,0.722595078,
[],220,0.53200569,,,[],220,0.557377049,
[],220,0.866048593,,,[],220,0.826446281,
[],220,0.767517068,,,[],220,0.622493461,
